epoch,lr,train_loss,train_dice,valid_loss,valid_dice,epoch_time_sec,valid_dice_large_bowel,valid_dice_small_bowel,valid_dice_stomach
1,9.939057285945931e-05,0.930601995258549,0.3945249186685537,0.308421730106205,0.8635920689182819,2521.233664035797,0.85320616,0.8097255,0.92784494
2,9.757729755661012e-05,0.4101922617133921,0.741854925707449,0.2923642436621861,0.7871165628847704,2527.2300992012024,0.8653138,0.7661127,0.7299239
3,9.460482294732422e-05,0.3632559718436802,0.7911877722126551,0.2605887613018431,0.8509627176596102,2541.851572990417,0.8694298,0.79283464,0.8906231
4,9.054634122155992e-05,0.3370335683510284,0.806406125131114,0.2664136495330939,0.8872009747500151,2610.8307468891144,0.89615464,0.8535525,0.91189533
5,8.550178566873411e-05,0.3197119547850169,0.8205881572221311,0.2570771212969628,0.8881150258107252,2541.9047281742096,0.8842992,0.8493045,0.9307414
6,7.959536998847744e-05,0.3063025128209434,0.8468033791504489,0.2617061091409181,0.8938682858646858,2546.127939939499,0.891571,0.85040903,0.93962455
7,7.297252973710758e-05,0.2939973894591754,0.8541452172544243,0.2514877143878493,0.8915367135719741,2538.604383468628,0.8821828,0.8506431,0.94178385
8,6.579634122155991e-05,0.2835318463447068,0.8541274765561243,0.2481498836157359,0.9015928486698852,2552.1486954689026,0.89643973,0.86072373,0.94761485
9,5.824350601949144e-05,0.2735932146981513,0.8788973892679922,0.2621994556220811,0.8974604097455444,2542.451989412308,0.8813357,0.8662027,0.94484335
10,5.050000000000001e-05,0.269020314600713,0.881411684752766,0.236951009582582,0.8972750863639758,2550.0943126678467,0.8940694,0.85760814,0.9401474
11,4.275649398050859e-05,0.2621798676416397,0.8804577557222933,0.2586045846665353,0.8997530458156712,2551.3973774909973,0.899074,0.86390543,0.93627936
12,3.520365877844011e-05,0.252222358194998,0.8892198099246177,0.2632813995943296,0.9058455644887028,2540.7099697589874,0.90008366,0.871456,0.94599783
13,2.8027470262892444e-05,0.2478848629646567,0.9033638777151864,0.2685049842694429,0.9109655535621431,2524.202255487442,0.90414256,0.87885064,0.9499029
14,2.1404630011522596e-05,0.2424960014319456,0.9119255838066224,0.2568936000915512,0.9057839095265856,2522.8851647377014,0.89969873,0.87700486,0.9406487
15,1.5498214331265904e-05,0.2368353326869215,0.9162560797690196,0.2566489224595577,0.9081322105410888,2539.441483259201,0.90102464,0.8775001,0.9458722
16,1.0453658778440109e-05,0.2330654311792748,0.9215111205151468,0.2618997011828161,0.9090296024172752,2735.9304053783417,0.9009720683097839,0.8804099559783936,0.9457070827484131
17,6.3951770526757955e-06,0.2309401828237941,0.9235966322185737,0.25739260412334436,0.911122521020021,2661.440437555313,0.9015798568725586,0.8836624026298523,0.9481242299079895
18,3.422702443389901e-06,0.22846010653495394,0.9265677142092758,0.2549550372978911,0.9104034038754433,2662.042869091034,0.9011160731315613,0.8812309503555298,0.9488642811775208
19,1.609427140540686e-06,0.22537930609008802,0.9274150741224442,0.2535352646221741,0.9106323076664842,2649.4263491630554,0.9015200734138489,0.8828881978988647,0.9474886059761047
20,1e-06,0.22494893470637936,0.9277073145870016,0.25330229453710956,0.9112391350965846,2658.394724369049,0.9015215635299683,0.882789671421051,0.9494066834449768
